English Word,Korean Word,KNN Results,Match Found
One-Number-Service,원넘버서비스,N/A,False
Node,노드,"nodejs, node, 컴포넌트들, pom.xml, XPCOM, 어노테이션은, web.xml, node.js, JMX, 유효범위",False
Weave,위브,"튜토리얼에서는, 싱글톤, 메소드와, 쉐이더를, 8525, 아르간, 리버싱, XBL, 자바스크립트는, 스키마에서",False
bot-program,보트프로그램,N/A,False
dreamwiz,드림위즈,N/A,False
booting,부팅,"부팅, 부팅을, 부팅이, 안전모드, 부팅하고, 부팅하여, 재부팅, 부팅시, 부팅되고, 부팅은",True
microcomputer,마이크로컴퓨터,"8051은, 중앙처리, 곱셈기, Z80, VLSI, 마이크로컴퓨터, 마이크로프로세서, 마이컴, 컴퓨터, 전자계산기",True
network-architecture,네트워크아키텍처,N/A,False
mail-merge,메일머지,"마크다운, 문서파일, XML이나, DOCX, 템플릿에는, XSLT는, 편집기와, 문서용, 서식과, 서식있는",False
teleport,텔레포트,"호밍, 특수무기의, 타운트, NPC를, A버튼을, 일정확률로, 공격마법, 순간이동도, 던전이나, 몹이",False
dual-system,듀얼시스템,"화상처리, 공기식, TV출력, TV폰, 아나로그, 직병렬, 전차량에, 4극, 충전방식, 폐색방식",False
Dhrystone,드라이스톤,"포트란, 단정밀도, SciPy, 넘파이, JSTL, 퀵소트, Infix, 전처리기, 합병정렬, JVM의",False
simmani,심마니,N/A,False
drum-scanner,드럼스캐너,N/A,False
sound-card,사운드카드,"음질의, 음향기기와, DAC에, 16채널, 스피커, ADPCM, HDMI나, 스피커가, HDMI로, 앰프도",False
on-line-system,온라인시스템,N/A,False
super-computer,슈퍼컴퓨터,"슈퍼컴퓨터, 양자컴퓨터, 기계학습과, 슈퍼컴퓨터에, 슈퍼컴퓨터와, 뉴로모픽, 양자암호, 컴퓨터, 슈퍼컴퓨터가, DGX",True
digital-communication,디지털통신,N/A,False
database-file,데이터베이스파일,N/A,False
disk-mirroring,디스크-미러링,N/A,False
server-hotel,서버호텔,N/A,False
mobile-computing,모빌컴퓨팅,"PC시장, 스마트패드, 스마트폰, PC시장이, 휴대폰용, PC시장의, 디지털기기, ITaaS, 포스트PC, 컴퓨팅",False
traffic,트래픽,"트래픽, 교통량, 교통, 체증, 주정차, 차량통행, 교통량과, 교통체증과, 혼잡과, 교통정체",True
ALGOL,알골,"코볼, ALGOL, 논리형, FORTRAN, OCaml, 브레인퍽, REXX, 제네릭스, MATLAB, 객체지향",False
internet-vortal-site,인터넷보탈사이트,N/A,False
Internet-Radio,인터넷라디오,N/A,False
Webaholic,웹홀릭,N/A,False
backbone-LAN,백본랜,N/A,False
courseware,코스웨어,"e-러닝, 코세라, 교육콘텐츠, 코스웨어, 이러닝, 소프트웨어, 멀티미디어콘텐츠, e러닝, 학생관리, KOCW",True
lite-ware,라이트웨어,N/A,False
cyberapt,사이버아파트,N/A,False
ebrand,이브랜드,N/A,False
Grid,그리드,"그리드, grid, Grid, 밸런싱과, 인터넷데이터센터, Overlay, XPCOM, Telco, 지그비, 지오로케이션",True
subroutine,서브루틴,"제어문, 전처리기, 조건문과, 헤더파일, 반복문, 리터럴, 공용체, 프로시져, 0x10, 반복자",False
cyber-shopping-mall,사이버쇼핑몰,N/A,False
ball-mouse,볼마우스,N/A,False
entertainment-fund,엔터테인먼트펀드,N/A,False
finger,핑거,"엄지로, 엄지, 약지, 손가락, 검지로, 눈썹, 검지의, 발가락만, 팔의, 핥을",False
dial-up,다이얼업,"회선의, 회선, 1Gbps의, 2Mbps, Gbps의, 100Mbps의, DDNS, 기가급, 5Gbps의, 100Mbps",False
ENUM,이넘,"XML, SGML, XML-RPC, 어노테이션, MQTT, XLIFF, Base64, JAVA의, 전역변수, 오버로딩",False
downsizing,다운사이징,"인력감축, 다운사이징, 퇴직, 임금동결, 축소, 인원감축, 재편, 희망퇴직, 조기퇴직, 공유화",True
pointing-stick,포인팅스틱,N/A,False
meta-engine,메타엔진,N/A,False
Windows-Mobile,윈도우-모바일,N/A,False
Blogger.com,블로거닷컴,"티스토리나, 라이브저널, 블로그, 올블로그를, 올블로그에, 블로그코리아, Daum을, 티스토리, 아이디스크, 이글루스와",False
Inbound-link,인바운드-링크,N/A,False
Giga-Fi,기가파이,N/A,False
upgrade,업그레이드,"업그레이드를, 업그레이드, 업글, 업그레이드하거나, 업그레이드나, 다운그레이드, 업그레이드에, 클린설치를, 업그레이드인, 업그레이드와",True
Tetris,테트리스,"갤러그, 벽돌깨기, 퍼즐게임이, 게임을, 게임이, 패미컴, 리듬게임, 대전액션, 대전격투게임, 보드게임으로",False
audio-video-interleaving,오디오비디오인터리빙,N/A,False
folder,폴더,"폴더, 폴더를, 폴더나, 파일, 파일목록, 폴더의, .xml, 파일을, 폴더내, .TXT",True
bug,버그,"버그들이, 버그, 버그를, 버그도, 버그가, 버그는, 트래커에, 버그나, 수정3, 버그로",True
Cinepak,시네팩,"VC-1, 리얼오디오, 리얼비디오, VP9, AVI, LZMA, WebP, ADPCM, VP8, 2.0Ghz",False
interleave,인터리브,"주소지정, 입출력과, 버퍼를, 인코드, FIFO, bit의, 소팅, 커밋된, 스케줄링된, 스케줄링할",False
negware,네그웨어,N/A,False
combi-card,콤비카드,N/A,False
Opera,오페라,"오페라, Opera, 오페라도, 세미라미데, 라스칼라, 오페라와, 오페라의, 심포니와, 오페라는, 아스토텔",True
access-time,액세스타임,N/A,False
Netscape-Communicator,넷스케이프커뮤니케이터,N/A,False
zip-disc-drive,집디스크드라이브,N/A,False
InnoCentive,이노센티브,"매쉬업엔젤스, 인디고고, 류중희, 올라웍스, 소셜벤처와, C-Lab, 창업가들이, 인공지능시대에, 하이퍼루프, 캡스톤파트너스",False
neuro-computer,뉴로컴퓨터,N/A,False
man-machine-system,맨머신시스템,N/A,False
computopia,컴퓨토피아,N/A,False
Unitel-networks,유니텔네트웍스,N/A,False
Transistor-Transistor-Logic,트랜지스터-트랜지스터-로직,N/A,False
nimda-virus,님다바이러스,N/A,False
backup-file,백업파일,N/A,False
DirectX,다이렉트엑스,"DX12, OpenVG, DirectX, Windows8, OpenMP, OpenGL, DXVA, BIOS의, WindowsXP, 4.2.0",False
Melisa-virus,멜리사바이러스,N/A,False
Blue-jacking,블루재킹,N/A,False
news-group,뉴스그룹,N/A,False
FIFA-series,피파시리즈,N/A,False
Google-dance,구글댄스,N/A,False
Upkorea,업코리아,N/A,False
authoring-tool,오소링툴,N/A,False
film-scanner,필름스캐너,N/A,False
warez,와레즈,"파일공유, 와레즈, 성인물, 게시물-, 성인정보, 음란물, phpBB, 토런트, 공유요청, 음란사이트",True
Lynx,링스,"퓨마, 와이번, 막스맨, 윙라이온, 피어리, 블루에어, 빅커스, X급, 거너스, 비미",False
Nassi-Shneiderman-diagram,나시슈나이더만도,N/A,False
discommunication,디스커뮤니케이션,N/A,False
heterodyne-detection,헤테로다인검파,N/A,False
WinZip,윈집,"윈도우즈용, 바이로봇, 윈도우에서도, Windows와, 매킨토시용, 리눅스용, 통합버전, 윈도우, 시큐어디스크, WinSCP",False
drag-and-drop,드래그-앤드-드롭,"드래그앤드롭, 템플릿에는, 대상체, 클립보드, Html5, 편집기인, WinRT, 편집기의, 임베드된, 워크플로우",False
web-jockey,웹자키,N/A,False
Passport,패스포트,"여권발급, 자동출입국심사, 전자여권, 운전면허증, 인증의, 소지자의, 마스타카드, 여권사본, 전자여행허가, 운전면허증과",False
infranet,인프라넷,N/A,False
internet-live,인터넷라이브,N/A,False
darwin,다윈,"생물다양성, nov, gcc, Darwin, 용불용설, 다윈, 기계론적, 문신용, 펭귄이다, technetium",True
iCHAT,아이채트,N/A,False
internet-governance,인터넷거버넌스,N/A,False
memory-stick,메모리스틱,N/A,False
Corel-Painter,코렐페인터,N/A,False
Yellow-Page,옐로페이지,N/A,False
Radeon,라데온,"엔포스2, 2.0GHz, E6300, GAINWARD, OMAP3, E5-2600, 2.0Ghz, X86, 6600GT, i.MX6",False
publizen,퍼블리즌,N/A,False
Cocoa,코코아,"망고, 예르바, 코코넛, 섬머랜드, 미아미, 타피오카, 바라데로, 킹피셔, 타마린드, 카라멜",False
posdaq,포스닥,N/A,False
mobile-care,모바일케어,N/A,False
Centrino,센트리노,"ULV, F110, OMAP3, 1.4GHz, GDDR5X, 테그라3, E6300, XD10, 옥타코어, ARM7",False
One-Click,원클릭,"원클릭, EasyBee, 초성검색, 간편설정, FireFox, Q퀵메뉴, 클릭만으로, 광고제거, 앱에서만, 알PDF",True
internetwork,인터넷워크,"유니캐스트, 컴퓨터간, 전송계층, 네트워크, 로드밸런싱, 주소체계, 광역통신망, VLSM, 서버-클라이언트, OSI참조",False
network-computer,네트워크-컴퓨터,N/A,False
ecard,이카드,"추천어플, Gif, 감사카드, 노래책, 선물, 추천검색어, 핀13, Email, 단문메시지, 어버이날",False
fax-modem,팩스모뎀,N/A,False
Ogg-Vorbis,오그보비스,N/A,False
Clearing-house,클리어링-하우스,N/A,False
smurfing,스머핑,"유해물, 맵핵, 어뷰징, 버섯류를, 사행성, 은어나, 신조어들이, 배틀넷에서, 금칙어, 채팅의",False
Antikythera-Mechanism,안티키테라메커니즘,N/A,False
system-cooling,시스템쿨링,N/A,False
dreamx,드림엑스,N/A,False
zip-drive,집드라이브,N/A,False
Wintel,윈텔,"데스크탑, IBM, X86, 서버용, XT와, 윈텔, 윈도OS, 메인프레임과, PC, Eee",True
chatting,채팅,"짝꿍과, 채팅, 대화하던, 지인들끼리, 채팅을, 지인과의, 단톡방에서, 채팅도, 채팅의, 잡담하는",True
sky-internet,스카이인터넷,N/A,False
cyber-mentoring,사이버-멘토링,N/A,False
laptop-computer,랩톱컴퓨터,N/A,False
Gathering-Site,게더링사이트,N/A,False
rightsizing,라이트사이징,"비핵심, 효율화, 팀제, IT환경, 핵심사업, 구조조정, 슬림화, 재원확보, 조직운영, 업무개선",False
global-data-base,글로벌데이터베이스,N/A,False
visual-programming-tool,비주얼프로그래밍툴,N/A,False
Chinanet,차이나넷,N/A,False
matchmail,매치메일,N/A,False
lower-CASE-tool,로어케이스툴,N/A,False
home-computer,홈컴퓨터,"컴퓨터, 태플릿, 게임기들이, 콘솔, 미니컴퓨터, 게임기와, 콘솔게임기, 게임콘솔, 개발사들, 콘솔과",False
Adam,아담,"아담, 애덤, 윌크, 헤이거, 데넷, 버넷은, 맥나이트, 램버트와, 스미스나, 랄라나",True
bundling,번들링,"분리공시, 번들링, 번들, 분리공시제, 기기간, 툴키트, 과금, 인앱, 결제, 간편화",True
Family-Computer,패밀리컴퓨터,N/A,False
cuscom,커스컴,N/A,False
serial-mouse,시리얼마우스,N/A,False
fire-wall,파이어월,"방화벽이나, 보안, 암문, 방화벽과, 방화벽을, 방화벽, 면진, 안전난간, 외벽과, 중앙식",False
NetView,넷뷰,"CUBRID, ipDISK, 조달등록, UPnP, v5.0, 성능관리, 서버이며, DB2, 브로드소프트, EDMS",False
Winamp,윈앰프,"윈앰프, 윈엠프, 윈도우즈용, 플레이리스트의, 2.0.6, KMPlayer, KMP, ICNS, 3.0.0, 리눅스커널",True
mode,모드,"모드, 모드로, 모드를, 모드는, 일반모드, 모드로의, 모드인, 모드-, 모드에, 모드일",True
audiovisual,오디오비주얼,"영상기술의, 멀티미디어, 시청각, 영상기술, 음향, 영상매체, 영상산업과, 3D입체영상, 시청각적, 보조공학",False
Cell-relay,셀릴레이,N/A,False
packaged-program,패키지-프로그램,N/A,False
jaz-drive,재즈드라이브,N/A,False
serial-printer,시리얼-프린터,N/A,False
black-box,블랙박스,"비구조적, 기법들의, 고수준, 예측적, 자료흐름, 모놀리딕, STL의, 다계층, 휴리스틱은, 데이터들로",False
love-love-simulation,러브러브시뮬레이션,N/A,False
soldier-machine,솔저머신,N/A,False
digital-pen,디지털-펜,N/A,False
Cyber-Party,사이버파티,N/A,False
item,아이템,"품목, 품목들, 아이템, 메일편, R급, 선물함, 항목, 물품명, 거래불가, 물품",True
data-bank,데이터뱅크,N/A,False
Secure-Shell,시큐어-셸,N/A,False
Master-Boot-Record,마스터-부트-레코드,N/A,False
brochure-ware,브로슈어웨어,"반응형, 워드프레스닷컴, 웹분석, MSHTML, 워드프레스는, 구축형, 검색엔진이나, 워드프레스용, 그룹웨어와, 워드프레스로",False
netian,네띠앙,N/A,False
magistre-virus,매지스트르바이러스,N/A,False
hit,히트,"히트, 히트다, 히트시킨, 히트한, 1억뷰, 점프해서, 튕기면, 점프해, 쳐내, 21작품",True
Usenet-News,유즈넷-뉴스,N/A,False
E-mail-Magazine,이메일매거진,N/A,False
KORNET,코네트,N/A,False
etizen,이티즌,N/A,False
Spook-Valley,스푹밸리,N/A,False
dsniff,디스니프,"FTP서버, 와이어샤크를, tcpdump, nslookup, mysqldump, 실행파일에, libpcap, Metasploit, GDB를, rootkit",False
Webcam-Service,웹캠서비스,N/A,False
joy-stick,조이스틱,"가속도계는, 삼각대와, 헬리컬, 가속도계와, 특징디지털, 짐벌에, 블랭킹, 동작인식, 촬영모드를, 가속도계",False
Media-Control-Interface,미디어컨트롤인터페이스,N/A,False
local-attack,로컬공격,N/A,False
Blook,블룩,"Hackescher, 암흑기사, Skt, Jed, Lemans, Petrie, Österreichischer, fischer, Neuen, Mauer",False
robot-language,로봇언어,N/A,False
omni-com,옴니콤,N/A,False
permunication,퍼뮤니케이션,N/A,False
home-bus,홈버스,N/A,False
Webtop-Service,웹탑서비스,N/A,False
HotDog-program,핫도그프로그램,N/A,False
INFORTERA,인포테라,N/A,False
telegram,텔레그램,"편지, 전보로, 답신, 便紙, 공한을, 4통의, 우편, 전보를, 치머만, 양유찬의",False
custom-communication,커스텀커뮤니케이션,N/A,False
nonimpact-printer,논임팩트프린터,N/A,False
common-carrier,코먼캐리어,"철도, 유선통신, 기계기구, 국유, 주주명부, 암트랙의, 鐵道, 권원, 공시대상, 노선",False
computer-art,컴퓨터아트,N/A,False
cyberspy,사이버스파이,N/A,False
graphic-display,그래픽디스플레이,N/A,False
Green-Mark,그린마크,N/A,False
mesa,메사,"메사, 칼라무치타, 능선, 암맥, 수풀과, 아나사지, 노두, 용암, 아타카마, 항가이",True
multi-sync-monitor,멀티싱크모니터,N/A,False
digerati,디저라티,"리더들, IT업계, 얼리어답터, 포스트PC, 얼리어댑터, Web2.0, 웹2.0은, IT업계의, 얼리어답터의, SNS라고",False
fortress-blue,포트리스블루,N/A,False
anti-internet,안티인터넷,"UCC와, 패륜적인, 싸이버, 반한류, 망중립성, 여론몰이와, 실명제에, 극우보수, 남성혐오, 절독",False
IDP-system,아이디피시스템,N/A,False
nibble-mode,니블모드,N/A,False
Intelsat,인텔샛,"아리안스페이스, 정지궤도, JAXA는, ITU, 유럽우주국이, 인공위성인, 움브리엘, ARD, 베피콜롬보는, 위성방송",False
buffer-under-run,버퍼언더런,N/A,False
SYSOP,시솝,"FQDN, SFTP는, 시냅틱, WBXML, KLDP, Whois, Telnet, sysconfig, 백본망과, sshd",False
cyber-trading,사이버트레이딩,N/A,False
netpy,넷파이,N/A,False
Carnivore,카니보어,"해면동물문, 동부늑대, Sirloin, 바닷가재를, 고함원숭이, 고함원숭이아과, 하이에나, 수생생물, 콘도르, Clupea",False
PowerNow,파워나우,"POWER7, 파워나우, Extender, 8514, X200, Cleaner, Add-On, 저발열, SPU, LPDDR4X",True
intercast,인터캐스트,"혼외, 이성간, 결혼, 이혼문제, 혼외관계, 가족관계론, 미혼여성은, 결혼조건, 結婚, 사실혼",False
Infoseek,인포시크,"YAHOO, 알타비스타, 검색엔진, 야후코리아, 인포시크, 라이코스를, 야후와, 디비딕, 네이버컴, 파란닷컴",True
Sonoma,소노마,"캘리포니아州, 산타클라리타, 테메큘라, 멘로파크, 아고라힐스, 샌디에이고, 파시파니, 쿠퍼티노에서, 오하이, 모건힐",False
cyber-coin-service,사이버코인서비스,N/A,False
Internet-Society,인터넷소사이어티,N/A,False
knowledge-engineer,놀리지엔지니어,N/A,False
WebBench,웹벤치,N/A,False
graphics-engine,그래픽스엔진,N/A,False
Sneaker-net,스니커넷,N/A,False
officecomputer,오피스컴퓨터,N/A,False
censorware,센서웨어,"액티브X의, 검색엔진, 액티브X와, 서비스거부, XSS, 스파이웨어, 안티스팸, 웹사이트들에, 클릭재킹, MS사",False
NetPC,넷피시,N/A,False
up-sizing,업사이징,"크기, 거실장을, 부품수를, 8인치로, 기존제품, 28배, 가계비, 고정비, 적재물의, 경차나",False
hypergraphic,하이퍼그래픽,N/A,False
QCad,큐캐드,".hex, 데비안에서, 32비트용, 64비트용, 툴체인은, Notepad, Libtool, IDE는, 64비트도, 32비트와",False
KaZaA,카자,"파일공유, 소리바다와, 다운로드나, 소리바다를, 냅스터, 비트토렌트와, 비트토렌트를, 비트토렌트, 파일공유사이트, BitTorrent",False
Orange-Book,오렌지북,N/A,False
Soft-Map,소프트맵,N/A,False
attachment,어태치먼트,"애착, 愛着, 스풀, 지지용, 이입, 철사, 축방향, 감작, 익공, 존중감과",False
Apple-Script,애플스크립트,N/A,False
bus-mouse,버스마우스,N/A,False
flashpix,플래시픽스,N/A,False
audiotex,오디오텍스,N/A,False
laser-memory-card,레이저메모리카드,N/A,False
Hypertext-Preprocessor,하이퍼텍스트-프리프로세서,N/A,False
Mbone,엠본,"CoAP, OSI참조, IETF에서는, SIP는, B-ISDN, IPSec, WAE, 하나망, SRTP, OSPF",False
holography-disc,홀로그래피디스크,N/A,False
off-line-system,오프라인시스템,N/A,False
white-page,화이트-페이지,N/A,False
packet-writing,패킷라이팅,N/A,False
Green-PC,그린피시,N/A,False
cyber-park,사이버파크,N/A,False
cyber-yugoslavia,사이버유고슬라비아,N/A,False
magicgate,매직게이트,N/A,False
cyber-diary,사이버-다이어리,N/A,False
device-bay,디바이스-베이,N/A,False
multiwindow,멀티윈도,"멀티윈도우, 화면분할, 윈도즈, 소프트키, 리눅스커널, 탐색기나, 터치패드도, SVG와, 2.6과, 터치위즈와",True
microdrive,마이크로드라이브,"보조기억, 단자보다, SD메모리, 벤틸레이티드, 30G, USB메모리, 시디롬은, USB, CD-RW를, 타입-C",False
stylus,스타일러스,"마우스나, 줄감개, 전자펜, 첨필, 패드와, 터치패드, 스타일러스, 스틱이나, 키보드나, 스타일러스나",True
infonesia,인포네시아,N/A,False
ActiveMovie,액티브무비,"PlayReady, libpng, OpenMP, Player는, Command-Line, Plug-ins, FireMonkey, IntelliCAD, CoreAVC, FastCGI",False
useware,유즈웨어,N/A,False
Stockdaily,스탁데일리,N/A,False
altvore,알트보어,N/A,False
Crusoe,크루소,"캐리비언, 조르바, 로버, 채만식과, 동물기, 올더스, 바킨, 선원, 알라트리스테, 일곱난쟁이",False
netrepreneur,네트러프러너,N/A,False
digital-memory-scope,디지털메모리스코프,N/A,False
CD-V,시디브이,N/A,False
WebPad,웹패드,N/A,False
data-flow-computer,데이터플로컴퓨터,N/A,False
Newton,뉴턴,"뉴턴, 뉴톤, 채핀, 듀런트, 뉴턴과, 헤이던, 뉴튼, 틸던, 서스킨드, 뉴턴도",True
multizen,멀티즌,N/A,False
Netscape-ONE,넷스케이프원,N/A,False
Euronet,유로넷,"한솔PCS, 지급결제시스템, 바클리스의, 어바이어는, SWIFT는, 유럽집행위원회, 씨티은행의, 한국카카오, 유럽통화동맹, 지급결제",False
Aquastar-System,아쿼스타시스템,N/A,False
computocracy,컴퓨토크라시,N/A,False
surround-video,서라운드-비디오,N/A,False
Ananova,아나노바,"BBC방송, 인터넷판이, BBC뉴스, 인터넷판에서, 인터넷판은, 123rf, 보도했다., 영국일간지, 텔레그래프는, 데일리메일",False
magnetic-bubble-device,자기버블소자,N/A,False
local-area-network-analyzer,랜애널라이저,N/A,False
NetBench,넷벤치,N/A,False
mark-reader-printer,마크리더프린터,N/A,False
database-machine,데이터베이스머신,N/A,False
programmed-text,프로그램드텍스트,N/A,False
ClariNet-News,클라리넷-뉴스,N/A,False
ez-flyer,이지플라이어,N/A,False
Lindose,린도즈,N/A,False
Marisat-System,매리샛시스템,N/A,False
